Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8,47,No,6,2,63.1
8,58,Yes,6,1,63.1
1,69,Yes,7,0,39.2
9,96,Yes,6,9,100.0
5,97,No,9,5,77.5
4,73,No,4,3,66.0
6,53,Yes,9,2,55.3
6,61,No,6,1,56.1
2,83,No,4,1,49.6
8,56,Yes,9,3,68.8
7,99,Yes,7,0,75.3
1,98,No,5,5,60.5
5,54,No,9,9,64.8
6,89,Yes,8,4,81.6
4,87,Yes,6,9,86.7
2,71,No,8,8,61.5
4,52,No,5,1,48.1
1,60,No,7,8,62.5
7,88,Yes,9,8,97.2
2,79,No,7,9,63.5
2,72,No,5,8,51.6
9,96,No,8,9,98.3
5,97,No,9,9,88.1
2,66,No,6,3,38.1
9,74,No,4,4,75.2
9,55,Yes,7,7,76.9
1,67,Yes,5,7,54.2
3,73,Yes,9,0,54.6
4,86,No,8,9,77.4
7,40,Yes,6,0,56.3
4,80,No,8,9,71.0
2,87,No,6,5,51.7
7,70,No,9,6,82.1
6,75,No,4,1,62.2
3,83,No,4,1,54.4
6,72,Yes,5,4,63.9
6,72,Yes,5,8,79.4
5,78,Yes,6,4,62.3
4,57,No,6,7,58.3
1,62,Yes,6,7,61.9
6,99,No,6,4,80.6
2,62,Yes,9,7,61.9
3,54,Yes,9,7,61.9
8,65,Yes,4,4,65.5
6,69,Yes,5,4,75.2
3,64,Yes,5,3,57.7
7,84,Yes,7,0,75.6
4,55,No,5,8,59.0
9,78,No,5,1,70.4
5,87,No,8,0,60.5
3,84,No,8,5,73.3
2,53,No,7,4,37.6
2,56,Yes,6,0,44.2
3,51,No,7,6,45.5
2,68,No,7,6,55.7
4,71,No,4,2,52.3
2,95,No,9,7,66.1
9,63,No,5,5,69.9
2,91,No,4,3,59.0
9,52,No,9,9,91.2
6,95,No,5,9,86.1
1,59,No,7,9,52.2
4,54,Yes,5,2,45.3
1,95,No,6,0,46.8
6,92,No,6,1,68.7
4,43,Yes,7,1,48.0
3,93,Yes,8,4,76.8
3,73,No,6,3,54.3
9,67,No,7,1,67.5
6,89,No,4,8,73.0
9,41,Yes,8,6,73.9
5,96,No,6,7,70.7
2,86,Yes,7,7,65.9
8,69,Yes,7,1,64.8
5,65,Yes,4,4,59.2
2,90,Yes,4,2,58.3
4,86,Yes,8,9,83.3
9,65,No,9,8,90.4
4,59,No,6,8,58.0
4,81,Yes,7,5,77.0
2,67,Yes,8,3,58.1
6,95,Yes,8,7,91.1
2,59,Yes,4,4,53.2
7,50,No,7,2,59.9
3,97,Yes,5,7,73.2
3,49,Yes,9,5,63.3
5,62,No,9,4,59.6
3,76,No,4,0,45.8
2,80,No,7,2,59.3
9,91,No,8,6,90.9
2,58,Yes,9,2,47.8
2,84,Yes,8,0,50.9
8,57,Yes,6,7,78.0
9,88,Yes,5,6,87.1
7,66,Yes,4,4,70.3
3,45,Yes,9,9,71.2
9,49,Yes,6,4,76.5
3,41,Yes,6,5,37.3
5,63,Yes,5,6,68.8
9,77,No,4,2,76.2
3,67,Yes,4,3,50.8
7,67,No,8,0,69.5
1,92,No,4,6,59.8
4,84,No,6,9,64.9
4,89,No,8,1,64.3
7,78,Yes,4,6,75.3
8,41,No,5,5,58.8
1,85,No,6,3,54.3
5,44,Yes,7,1,53.9
7,89,No,5,6,82.9
4,50,Yes,5,6,60.0
4,49,Yes,4,4,44.8
4,82,Yes,8,8,72.5
6,98,Yes,8,2,80.5
7,41,No,6,8,71.3
2,54,Yes,4,4,47.4
5,78,No,8,1,52.2
4,80,No,9,8,78.2
3,76,Yes,7,0,46.6
7,46,No,9,0,59.8
6,59,Yes,4,6,62.8
7,73,No,4,2,65.2
5,74,No,8,7,83.6
6,73,No,5,6,67.9
5,92,No,4,6,68.5
7,61,Yes,5,0,57.2
2,70,Yes,6,0,39.5
5,62,No,6,1,48.3
6,58,No,8,1,63.5
6,43,No,6,4,45.3
5,63,No,9,8,69.1
7,59,Yes,9,6,77.8
8,78,No,9,1,72.7
7,67,No,8,4,78.0
5,93,No,8,4,73.9
1,78,Yes,9,7,63.5
5,56,No,5,8,64.1
2,58,Yes,9,7,62.1
5,93,Yes,5,1,67.2
5,87,No,6,3,66.9
2,74,No,5,1,36.3
5,71,No,4,5,56.2
4,86,Yes,7,3,70.8
1,85,Yes,4,6,63.5
3,86,No,4,1,59.3
1,85,Yes,8,8,61.3
5,78,No,7,4,63.0
4,96,No,8,0,71.9
7,74,No,5,2,63.7
5,69,No,9,3,67.7
4,56,No,5,2,64.7
2,81,No,7,5,65.1
4,86,Yes,6,5,69.3
2,68,Yes,5,9,62.0
8,45,Yes,4,6,69.6
3,99,No,7,8,67.0
9,56,No,7,9,84.6
4,56,No,5,8,58.5
6,53,Yes,5,6,64.3
5,63,No,8,0,55.2
1,96,Yes,8,2,68.7
9,89,No,4,4,82.4
1,96,Yes,7,9,74.6
8,76,No,6,5,81.0
9,79,No,6,5,82.5
9,78,Yes,7,4,87.5
1,94,Yes,4,5,59.5
2,71,Yes,8,8,72.2
1,75,No,8,0,51.9
2,89,Yes,8,0,61.0
8,76,Yes,6,8,74.9
5,87,No,6,7,76.2
7,53,No,4,8,58.1
2,66,Yes,6,6,59.3
8,98,No,5,9,100.0
6,58,Yes,6,5,71.9
8,70,Yes,8,8,85.7
1,85,Yes,4,1,47.7
1,48,No,7,3,30.0
7,77,Yes,7,1,70.9
8,56,Yes,4,5,68.4
3,58,No,5,0,34.9
5,83,Yes,7,6,71.3
1,43,Yes,8,6,41.7
7,87,Yes,7,6,95.5
5,96,No,7,3,73.0
8,50,Yes,8,7,80.8
8,61,No,6,4,74.0
9,43,No,5,1,66.3
7,56,Yes,8,4,77.8
1,47,Yes,8,9,60.0
3,85,No,9,8,66.4
8,98,Yes,4,9,99.0
3,73,Yes,5,0,48.2
8,50,No,6,1,52.7
1,70,Yes,9,9,64.1
5,50,Yes,8,7,67.3
4,95,No,9,4,60.7
5,93,Yes,6,8,84.7
8,95,No,9,5,95.2
4,77,No,9,7,72.7
4,92,Yes,9,0,61.9
3,60,No,8,8,65.5
7,85,Yes,8,8,89.4
3,69,Yes,4,2,59.8
3,49,No,7,0,29.1
5,65,No,5,7,52.1
5,66,No,4,7,63.4
6,47,No,6,8,62.5
8,78,No,9,5,84.0
6,47,No,8,8,69.9
1,99,Yes,9,9,85.2
8,47,Yes,8,8,76.6
8,94,No,5,3,81.3
9,73,Yes,4,4,71.1
9,98,No,4,5,99.0
2,55,No,6,5,53.5
2,80,Yes,4,9,70.4
3,52,Yes,4,1,38.3
1,62,No,7,3,51.6
4,51,No,5,8,63.0
4,66,No,9,6,69.1
9,61,Yes,4,8,80.4
9,71,No,6,5,73.6
9,96,No,9,6,95.1
7,88,Yes,8,8,86.8
2,66,Yes,4,3,50.3
5,41,Yes,4,8,53.4
4,84,No,9,2,61.5
8,72,No,8,7,72.4
2,65,Yes,7,2,53.2
6,67,No,5,2,61.5
5,58,No,7,2,52.7
2,82,Yes,6,8,55.6
1,44,Yes,9,9,47.2
8,72,No,4,2,67.3
2,59,Yes,7,5,59.1
7,69,Yes,5,3,63.6
9,84,No,6,1,82.1
9,47,No,7,2,73.2
8,77,No,4,4,75.1
9,56,No,5,9,84.6
2,83,No,4,3,46.6
6,40,No,4,4,42.1
4,42,Yes,6,0,52.1
4,85,Yes,5,3,59.5
5,65,Yes,8,9,82.3
3,70,No,4,2,50.6
1,47,No,5,1,40.6
8,82,No,4,6,82.7
5,98,No,7,9,79.3
3,85,No,7,8,69.3
7,47,Yes,5,0,57.3
7,74,No,6,6,72.4
1,78,Yes,8,0,54.9
9,67,No,7,4,77.3
2,90,Yes,6,0,60.3
5,43,Yes,8,2,59.3
5,96,Yes,7,7,85.0
8,55,Yes,8,3,70.3
8,52,Yes,9,0,62.6
7,59,Yes,4,0,51.4
7,90,Yes,5,7,93.6
6,44,No,7,7,63.5
6,94,No,7,3,73.9
9,76,Yes,4,3,75.7
6,59,No,7,9,72.8
2,63,No,7,1,42.3
2,75,Yes,9,1,52.6
5,73,No,7,5,60.4
4,97,Yes,7,7,80.5
2,84,No,7,6,69.6
3,87,Yes,6,6,65.7
7,93,No,7,2,79.0
8,73,Yes,4,1,71.1
6,58,No,9,9,77.7
5,56,No,7,6,71.8
1,44,No,8,3,42.1
8,64,Yes,9,0,70.4
3,57,Yes,9,0,51.5
6,99,No,8,3,82.8
3,94,No,4,4,70.8
7,92,Yes,6,4,80.1
7,89,No,4,0,67.0
9,47,No,6,2,78.6
5,66,Yes,5,5,64.2
8,54,Yes,8,9,82.1
8,84,No,9,6,82.9
1,52,Yes,9,0,41.2
5,55,No,9,7,66.6
3,61,No,8,3,54.9
1,59,Yes,8,8,59.5
4,52,No,6,5,43.9
8,59,Yes,9,0,61.6
3,41,Yes,4,1,37.1
2,74,No,6,2,47.5
9,86,Yes,9,1,79.2
5,94,No,8,9,75.9
7,58,Yes,8,6,82.8
2,84,No,8,0,60.6
9,76,Yes,9,8,98.2
9,97,No,8,1,81.4
4,93,No,5,3,72.0
4,45,Yes,8,7,57.4
6,53,No,9,2,61.9
6,43,No,6,8,59.2
1,61,No,8,6,52.0
9,90,No,7,9,98.4
2,94,No,5,2,48.6
5,78,No,9,2,64.1
9,75,Yes,8,4,85.8
4,73,Yes,7,4,58.4
3,66,Yes,9,9,66.7
7,46,Yes,6,4,64.2
6,42,No,5,8,58.6
8,86,No,8,8,84.3
3,72,Yes,6,5,61.4
5,41,No,9,6,61.6
4,81,Yes,7,9,89.1
4,55,No,9,7,63.9
4,64,No,9,8,69.2
8,99,Yes,5,5,86.7
6,54,No,8,7,74.3
3,63,Yes,6,1,51.3
5,54,Yes,5,9,71.8
6,70,Yes,7,7,77.6
5,53,No,8,1,57.3
6,93,No,5,7,81.6
8,53,Yes,7,1,57.7
7,45,No,7,2,55.6
5,53,Yes,6,6,61.4
6,56,Yes,9,8,78.1
4,57,No,7,2,52.1
9,59,Yes,7,4,83.3
4,90,No,9,8,81.5
1,56,No,4,6,46.3
7,55,No,7,1,53.9
7,79,Yes,8,4,79.9
4,78,Yes,5,4,62.6
3,91,No,9,8,66.1
8,71,No,9,1,65.3
5,99,Yes,9,0,77.2
7,83,No,8,3,79.0
4,48,No,9,3,49.8
4,66,Yes,8,0,52.6
8,85,Yes,6,9,86.3
8,91,Yes,4,6,90.3
2,72,No,9,1,47.3
2,49,Yes,4,8,48.7
3,56,Yes,9,6,66.5
3,88,Yes,8,6,77.7
1,88,Yes,5,0,48.3
3,75,Yes,4,8,65.6
6,56,Yes,4,9,72.8
8,57,Yes,8,8,79.8
6,91,No,4,1,64.9
5,62,Yes,6,9,71.3
4,73,No,8,8,74.6
3,47,No,4,1,44.4
4,52,Yes,4,1,51.5
7,62,No,4,7,74.4
1,96,Yes,8,2,55.4
7,93,No,5,2,79.7
1,59,Yes,7,6,49.2
2,61,No,9,9,54.0
4,86,Yes,4,5,63.2
1,91,Yes,7,6,64.9
9,62,No,7,5,66.6
6,80,No,4,8,78.6
1,74,Yes,4,1,48.3
1,42,No,9,7,45.9
6,73,Yes,7,5,67.9
4,72,No,5,3,60.9
4,85,Yes,7,5,66.9
6,56,No,5,5,52.8
7,84,Yes,6,9,87.8
9,58,No,5,2,66.3
5,69,Yes,9,7,77.2
9,62,No,8,4,80.1
4,54,Yes,4,9,67.0
2,98,No,6,3,54.9
3,96,No,7,1,51.2
1,53,Yes,5,9,55.5
6,41,No,6,0,46.6
6,78,No,8,6,73.9
1,88,Yes,5,9,66.5
3,57,Yes,9,2,49.6
5,45,Yes,7,2,61.6
3,98,Yes,7,2,57.1
3,71,No,5,9,66.5
3,60,No,8,2,44.1
5,79,No,4,1,53.8
5,67,Yes,4,5,61.1
4,66,No,7,9,64.0
1,41,No,8,2,34.8
5,72,Yes,7,0,46.7
5,55,No,4,9,55.8
4,78,No,7,8,62.4
6,61,Yes,5,5,59.8
4,95,No,9,5,71.5
7,82,Yes,5,9,85.8
7,86,Yes,9,8,88.2
2,52,No,8,1,37.5
3,95,No,4,9,69.9
1,41,No,8,8,44.4
8,53,Yes,8,2,66.3
9,95,Yes,4,2,80.8
4,77,No,6,2,53.9
6,80,No,6,0,54.1
9,67,Yes,7,9,89.6
6,46,No,6,6,64.6
9,57,No,5,9,74.5
4,95,Yes,9,6,80.0
8,80,No,8,1,71.8
9,94,No,7,5,92.5
4,75,No,8,3,57.7
5,80,No,4,6,66.4
8,75,Yes,6,6,81.4
6,83,Yes,4,3,70.5
7,43,Yes,7,2,53.7
3,96,Yes,9,6,78.9
7,69,No,5,8,72.9
8,63,No,6,3,70.8
6,59,No,4,5,58.6
9,85,No,9,6,97.3
6,95,Yes,6,9,81.0
9,70,No,8,2,78.2
4,63,No,5,4,56.3
8,46,Yes,9,0,65.2
4,65,Yes,6,5,67.3
2,52,Yes,5,4,37.3
9,93,No,9,6,100.0
5,47,Yes,8,8,69.9
4,94,No,8,3,79.2
2,44,No,4,8,55.9
1,83,Yes,7,5,62.3
7,52,Yes,4,4,63.6
6,68,Yes,5,1,64.4
2,59,No,4,0,25.2
8,53,No,9,7,76.3
4,71,No,6,5,66.2
8,99,Yes,9,6,100.0
7,89,No,4,5,74.5
5,66,No,7,9,74.2
8,95,No,9,6,94.4
9,64,No,9,8,86.2
5,91,Yes,9,4,73.7
5,43,No,7,0,41.9
2,60,Yes,9,0,42.3
5,57,Yes,5,8,59.2
3,78,No,8,4,60.9
7,54,No,7,1,69.7
5,92,Yes,5,2,70.0
8,77,No,7,0,67.9
1,87,Yes,7,5,63.7
3,91,No,8,5,64.8
3,63,No,6,2,40.4
9,47,Yes,5,2,61.4
5,67,No,7,6,61.1
9,60,Yes,7,0,59.8
9,55,Yes,4,4,67.7
1,99,No,9,2,63.0
2,93,Yes,6,4,66.2
5,55,No,8,3,58.9
4,74,No,5,5,69.4
9,56,No,7,8,77.6
7,48,Yes,9,1,64.4
6,96,No,5,9,83.0
7,74,No,8,7,87.2
1,91,Yes,6,1,49.9
1,68,Yes,4,3,49.4
8,78,Yes,6,8,88.4
2,57,Yes,4,3,50.9
9,51,No,5,6,71.4
7,58,No,6,4,63.5
6,87,No,6,1,65.0
1,61,No,6,7,50.1
1,98,Yes,8,9,66.4
2,95,Yes,5,9,70.9
6,88,No,4,1,61.3
6,91,Yes,6,2,67.7
2,54,Yes,5,9,54.3
1,40,Yes,9,6,43.5
5,41,Yes,8,4,54.3
5,47,Yes,8,9,72.4
2,61,No,9,2,52.0
6,64,No,5,1,64.0
9,41,Yes,4,5,68.4
2,90,Yes,5,9,63.9
2,48,No,5,0,32.1
3,48,No,7,7,51.0
7,52,Yes,8,4,63.4
6,45,Yes,4,4,61.4
8,69,Yes,7,1,73.4
8,54,No,9,6,75.5
6,90,Yes,5,4,68.1
3,92,Yes,9,7,77.4
3,54,Yes,8,4,66.7
1,89,Yes,7,8,64.4
7,46,Yes,7,4,63.3
5,97,Yes,4,2,76.2
4,50,Yes,5,1,44.3
4,79,Yes,4,4,60.3
4,77,No,7,9,72.2
6,79,No,7,9,82.8
8,41,No,4,4,53.7
8,90,Yes,7,5,92.1
5,87,No,6,1,61.3
6,78,No,8,4,73.2
4,49,No,5,0,39.0
9,83,No,8,2,74.0
8,56,No,5,2,50.9
1,46,Yes,7,2,40.5
2,93,No,4,2,45.1
9,79,Yes,4,7,89.9
8,78,Yes,7,0,73.3
3,43,No,5,5,55.3
8,74,Yes,7,5,78.2
1,90,No,5,0,55.7
4,86,Yes,7,0,60.4
3,75,Yes,7,2,62.6
6,70,No,7,7,76.2
7,64,Yes,4,5,59.9
4,80,Yes,5,3,78.5
7,52,Yes,9,4,77.9
9,57,Yes,7,9,87.8
2,60,Yes,8,2,56.6
3,87,Yes,8,5,71.7
5,40,Yes,4,5,56.9
3,75,Yes,6,5,63.3
8,89,No,9,8,87.9
8,47,Yes,4,9,73.3
8,91,No,6,7,84.8
9,87,No,4,5,85.5
4,60,Yes,8,1,49.7
5,82,Yes,7,3,70.5
5,91,No,5,5,64.4
8,92,No,7,8,95.2
7,92,No,8,1,69.2
9,60,Yes,5,5,79.0
8,66,Yes,6,9,85.0
2,58,Yes,6,9,65.4
4,62,No,8,9,68.0
6,90,Yes,5,6,83.6
2,89,Yes,7,7,70.8
7,90,Yes,8,8,93.6
3,82,Yes,6,4,54.3
3,74,No,8,8,64.9
2,79,Yes,7,8,67.3
8,91,Yes,4,6,92.3
6,90,No,9,1,74.2
1,81,Yes,9,7,57.8
1,87,No,9,4,62.0
7,44,No,4,7,57.7
8,91,Yes,7,1,75.9
5,80,No,5,6,68.7
5,47,Yes,8,4,60.7
4,50,No,7,3,46.6
6,55,No,4,9,58.3
6,78,Yes,6,5,73.3
3,86,No,9,4,65.3
9,63,Yes,9,5,90.4
7,60,Yes,7,8,78.2
1,91,Yes,9,0,62.3
7,62,Yes,9,0,76.4
5,88,No,7,5,67.7
5,77,Yes,7,1,71.2
2,86,No,4,7,66.1
4,47,Yes,4,6,42.7
6,46,No,9,5,62.0
7,41,No,7,3,60.9
5,69,No,7,8,73.3
9,52,No,9,6,86.1
3,62,Yes,5,6,60.8
1,68,Yes,6,4,43.6
4,77,No,8,0,60.8
9,76,No,8,1,70.2
4,59,Yes,9,7,65.3
2,72,No,8,4,61.3
5,68,No,4,1,57.6
3,89,Yes,4,4,63.3
9,54,No,5,7,71.0
4,62,No,9,3,57.3
6,81,Yes,4,2,65.8
2,42,No,9,4,42.5
6,76,Yes,9,6,85.6
3,95,Yes,7,1,61.9
9,68,Yes,6,0,69.4
2,84,Yes,6,4,59.4
9,47,No,9,6,79.3
5,61,Yes,6,7,69.2
8,92,Yes,6,7,91.9
2,68,No,8,9,59.5
6,41,Yes,8,8,69.6
3,80,No,7,0,56.7
5,88,Yes,5,6,73.5
8,98,Yes,4,9,94.9
1,89,Yes,4,7,66.7
5,84,Yes,8,5,72.1
3,40,No,9,9,54.1
4,83,No,6,3,61.6
2,59,No,7,6,57.0
9,91,Yes,5,2,67.5
3,60,Yes,8,1,50.5
2,76,Yes,9,5,60.4
9,47,No,7,1,64.6
7,66,Yes,9,5,76.9
6,86,No,7,9,89.6
1,98,No,8,2,61.9
5,74,No,7,1,58.5
3,45,Yes,6,7,49.4
1,99,Yes,7,3,64.3
4,84,Yes,5,3,62.6
2,83,Yes,7,6,64.7
2,58,No,4,7,44.4
3,57,No,7,8,60.6
8,95,Yes,9,9,98.0
8,40,Yes,8,7,71.0
7,64,Yes,4,3,47.0
6,66,No,8,1,61.6
9,46,Yes,9,9,79.6
4,83,No,5,4,65.3
1,81,No,6,6,57.3
8,68,No,5,1,57.4
7,70,No,4,3,64.0
7,83,No,9,5,82.3
3,82,No,9,7,81.2
4,75,No,6,9,74.0
9,58,Yes,7,5,71.7
6,45,Yes,4,5,67.7
5,64,Yes,6,5,63.7
3,70,No,8,3,55.1
9,48,No,6,2,73.4
5,59,Yes,8,0,53.0
5,49,No,8,1,50.3
4,76,No,9,1,51.7
4,66,No,6,9,67.2
1,52,No,9,6,49.0
7,80,No,9,5,78.0
9,41,No,5,7,70.2
3,89,No,5,8,65.5
2,60,No,9,4,59.8
3,72,No,9,2,56.9
1,63,No,8,3,42.9
6,92,No,9,7,78.3
7,83,No,4,2,67.9
2,81,Yes,6,1,58.0
8,73,No,4,6,77.0
6,99,No,5,3,84.0
4,48,Yes,4,7,66.2
5,41,Yes,7,0,41.0
8,94,Yes,7,7,85.6
3,95,No,5,4,60.2
3,69,No,4,1,49.6
4,61,Yes,6,0,52.4
1,85,Yes,5,5,63.1
9,50,Yes,7,8,75.8
8,94,No,5,8,80.2
8,82,No,4,8,79.8
6,56,Yes,4,3,61.3
7,75,No,4,5,71.3
6,52,No,8,9,78.0
9,46,Yes,4,5,65.3
3,55,Yes,9,4,62.0
3,72,Yes,7,1,51.8
3,84,No,7,6,70.5
3,40,No,8,0,42.3
9,50,No,7,5,79.9
4,45,No,7,4,43.8
7,59,No,5,4,70.5
9,74,Yes,4,7,86.3
7,83,No,9,8,87.5
9,76,No,9,6,86.7
3,80,Yes,5,9,70.6
4,65,Yes,9,7,70.7
8,97,Yes,5,1,71.3
6,51,Yes,9,1,61.1
5,69,No,7,7,70.4
4,67,No,6,5,56.5
8,66,Yes,4,7,77.6
1,81,No,6,8,66.4
9,58,Yes,7,8,81.1
1,44,No,8,5,37.4
8,97,No,5,7,84.7
4,44,No,9,1,36.7
9,80,Yes,9,7,100.0
5,66,Yes,7,2,57.2
3,67,No,9,0,57.1
9,65,No,7,6,73.8
9,66,Yes,6,0,66.8
4,91,Yes,8,0,65.7
4,88,No,5,0,59.9
8,81,No,9,3,79.6
2,60,Yes,8,3,44.3
9,40,No,8,9,77.2
6,93,Yes,8,5,89.5
9,67,Yes,4,9,86.9
8,87,No,8,2,89.9
7,97,No,7,9,92.7
1,97,No,4,5,63.4
3,54,Yes,4,6,55.7
2,94,Yes,8,0,56.4
5,56,Yes,9,5,66.1
5,65,No,9,9,80.6
5,59,No,9,0,52.9
4,64,Yes,9,6,70.1
5,52,Yes,7,9,66.7
3,72,No,9,4,65.4
1,64,Yes,5,9,58.0
5,47,No,8,3,58.6
9,44,No,4,0,61.3
9,45,Yes,5,8,79.4
4,62,Yes,9,6,66.4
3,91,Yes,5,1,58.6
1,69,Yes,4,3,35.6
2,53,Yes,9,3,52.8
8,93,No,5,7,91.9
1,62,Yes,7,1,37.6
8,50,No,7,4,65.7
7,70,Yes,8,9,84.6
8,45,Yes,8,7,77.3
6,50,Yes,5,5,62.2
9,52,Yes,4,3,62.7
3,51,Yes,7,4,60.5
4,93,Yes,6,1,56.9
6,41,No,8,4,54.4
8,92,Yes,7,2,75.6
5,74,Yes,9,2,69.4
3,94,Yes,5,6,72.9
6,75,Yes,7,2,67.9
4,56,No,7,3,46.8
9,67,No,5,6,73.1
3,67,No,8,2,57.8
4,61,No,8,9,68.0
7,77,No,6,9,80.0
7,46,No,6,1,50.4
4,54,Yes,8,9,68.0
6,71,Yes,8,6,79.2
3,50,No,8,4,49.3
6,63,Yes,8,0,63.4
2,42,Yes,7,9,47.5
8,69,Yes,6,7,87.3
2,45,Yes,5,2,39.3
7,97,Yes,4,6,79.4
9,41,No,5,5,67.6
1,53,No,9,9,57.1
8,80,No,4,5,70.4
7,57,No,7,7,71.2
6,90,No,9,3,73.9
6,83,No,6,3,62.9
6,70,Yes,4,2,59.9
9,52,No,8,0,59.1
2,65,Yes,9,9,61.4
1,83,Yes,7,2,56.7
6,51,No,4,0,48.9
8,57,No,8,5,71.5
3,48,No,9,7,46.0
1,88,Yes,7,2,55.8
9,60,No,9,3,78.8
1,87,No,4,4,58.4
3,88,No,8,6,74.8
8,92,Yes,6,5,80.9
3,95,No,7,1,57.1
4,79,No,4,6,62.8
8,82,Yes,8,7,89.4
1,63,Yes,6,0,40.9
6,73,Yes,9,5,82.3
1,47,No,8,8,51.3
1,83,No,6,6,63.8
8,92,Yes,4,4,77.9
4,72,No,8,9,70.9
1,62,Yes,8,9,59.2
7,52,Yes,5,8,71.5
5,93,Yes,7,1,63.4
5,92,Yes,8,6,90.9
1,88,Yes,6,8,67.2
6,53,No,7,1,49.0
9,53,No,4,9,71.3
9,55,No,7,5,74.4
8,88,No,5,8,89.7
5,77,Yes,4,2,66.0
1,97,No,8,7,68.5
9,99,Yes,9,4,98.6
1,78,Yes,4,6,57.4
8,65,No,4,2,63.5
5,65,No,5,7,63.3
3,40,Yes,6,1,40.6
7,71,No,4,7,72.3
7,96,No,6,1,73.9
9,54,No,7,6,77.8
7,91,No,9,1,84.5
3,60,Yes,5,6,52.0
1,57,Yes,8,0,41.8
8,69,No,4,5,73.4
3,99,Yes,9,9,82.7
8,97,Yes,9,6,100.0
8,52,No,6,3,61.4
5,63,No,4,0,52.1
1,69,Yes,9,5,63.9
7,41,Yes,5,3,59.4
5,58,Yes,8,2,58.8
8,86,No,7,3,81.3
9,83,Yes,7,5,86.2
7,86,Yes,6,4,75.4
7,64,No,9,1,67.4
1,89,Yes,7,1,58.3
4,53,No,6,2,48.7
2,45,No,8,5,49.8
2,51,Yes,4,0,47.9
2,59,No,5,6,56.2
4,62,No,8,7,62.0
1,69,Yes,8,6,59.0
4,69,No,7,2,57.6
2,77,Yes,7,5,57.1
5,97,No,5,3,72.9
3,69,No,4,4,48.3
8,80,Yes,8,2,82.4
4,69,Yes,9,4,75.8
1,96,Yes,7,5,64.8
1,97,No,8,7,70.5
3,75,Yes,4,5,61.0
9,88,No,6,8,87.0
7,73,Yes,4,9,77.0
2,55,No,8,9,60.8
9,63,Yes,8,9,90.4
2,53,No,5,9,53.0
3,65,Yes,8,3,62.2
2,47,No,7,1,40.6
3,53,No,9,8,72.2
6,70,No,5,2,55.9
9,41,No,8,6,69.9
9,87,Yes,4,3,88.6
7,43,No,8,0,62.1
3,40,Yes,4,7,45.2
4,94,No,4,3,61.7
6,59,Yes,8,5,68.7
5,98,No,4,6,81.7
2,53,No,9,7,55.0
6,79,Yes,6,9,81.8
3,64,Yes,5,1,47.3
8,99,No,8,8,96.1
2,64,Yes,6,9,64.3
1,42,Yes,4,2,42.7
9,44,Yes,4,0,65.4
3,77,No,5,1,45.4
1,93,Yes,6,7,65.8
7,65,No,6,9,77.6
5,79,Yes,8,5,71.9
5,77,Yes,4,0,62.3
1,77,No,7,8,67.5
9,43,Yes,8,6,73.3
7,46,Yes,8,9,76.0
8,69,Yes,8,2,79.1
9,69,Yes,5,6,86.9
6,95,Yes,5,5,77.0
5,58,Yes,8,2,62.1
6,78,Yes,9,7,79.2
2,74,No,7,0,52.4
4,79,No,6,4,59.0
3,72,No,6,7,62.9
7,72,No,4,2,60.9
9,53,No,6,9,74.8
5,77,Yes,6,5,67.4
6,49,No,7,9,67.4
2,96,No,6,1,62.6
3,67,Yes,7,8,64.4
3,53,No,5,1,41.6
9,75,Yes,7,4,79.6
7,77,Yes,5,2,74.4
8,55,No,7,9,83.8
9,99,No,8,8,100.0
6,60,Yes,9,8,75.7
4,67,Yes,5,6,60.0
1,72,No,5,9,53.2
8,45,Yes,6,4,69.8
7,80,No,5,8,77.7
2,54,No,7,6,55.4
8,83,No,8,1,70.9
5,42,No,8,9,63.3
7,82,Yes,6,0,67.0
4,86,Yes,7,9,76.3
5,74,No,7,9,66.9
8,53,No,4,3,54.6
1,41,Yes,5,9,54.0
1,68,Yes,6,7,52.5
4,43,Yes,8,5,59.5
3,65,Yes,9,1,55.1
2,90,Yes,4,4,58.3
3,51,No,7,8,55.3
1,41,No,5,5,37.0
1,56,No,8,5,51.2
6,74,No,4,6,62.5
5,49,Yes,7,4,58.3
8,87,Yes,8,2,83.7
2,61,No,8,2,51.1
4,80,No,7,4,69.6
8,82,Yes,7,3,79.4
6,60,No,6,4,55.0
1,54,No,8,8,55.1
4,74,Yes,7,4,64.5
1,87,Yes,9,3,66.8
2,60,Yes,9,3,54.5
5,60,No,4,0,53.6
8,60,Yes,5,9,77.9
8,99,Yes,9,3,96.2
3,83,No,6,3,59.5
4,71,Yes,7,8,74.0
6,94,No,5,3,63.5
3,44,No,6,6,54.7
2,78,No,8,0,49.3
6,48,No,5,6,62.2
5,92,Yes,9,1,71.2
5,57,No,6,7,69.1
5,60,Yes,7,0,56.1
5,47,Yes,7,9,68.5
3,83,Yes,6,2,69.2
7,91,Yes,8,7,77.4
6,73,Yes,9,9,82.7
4,49,No,6,7,55.8
2,90,Yes,4,4,55.9
9,80,No,6,4,82.2
1,96,No,6,7,58.2
4,63,No,9,9,64.2
1,79,Yes,7,4,58.8
6,63,Yes,8,8,72.6
4,95,Yes,6,0,66.6
5,71,Yes,5,4,61.4
5,95,No,7,2,65.8
9,72,Yes,7,2,72.9
1,77,Yes,6,1,43.5
2,83,No,9,2,55.6
